layer,field,verdict,nearness,path,line,section,stated,novel,held,repeats,text
or/clackamas/lake-oswego,max_height_ft,held,unread_section,or/clackamas/lake-oswego/50.04.dimensional.txt,2077,50.04.001-17,35,,"25,28,30,35",1,"The maximum height of any primary structure shall not exceed 35 ft., except an additional five ft. of height is permitted for multifamily development when located in the area of residential use allowa"
or/clackamas/lake-oswego,setback_front_ft,unnumbered,unread_section,or/clackamas/lake-oswego/50.04.dimensional.txt,2358,50.04.003,,,"0,10,20,25",1,"Except as otherwise provided in this section, the following exception to the front yard requirement for a dwelling or detached garage is authorized for a lot in any zone. If there are lawful dwellings"
or/clackamas/lake-oswego,setback_front_ft,unnumbered,unread_section,or/clackamas/lake-oswego/50.04.dimensional.txt,2364,50.04.003,,,"0,10,20,25",1,"Except as provided in LOC § 50.04.001.2.e.ii(2), a front porch may project up to five ft. into the front yard setback required by the zone or as adjusted in subsection 3.a of this section, provided th"
or/clackamas/lake-oswego,max_height_ft,unnumbered,unread_section,or/clackamas/lake-oswego/50.04.dimensional.txt,2421,50.04.003-1,,,"25,28,30,35",1,Aerials other than ham radio aerials are permitted to ten ft. over the building height maximum in a residential zone. Collocated telecommunication facilities in residential zones may exceed the height
or/clackamas/milwaukie,min_density_du_per_acre,unnumbered,unread_section,or/clackamas/milwaukie/19.200.definitions.txt,1141,19.202.4,,,,1,"The minimum number of dwelling units required is calculated by dividing the net area by 43,560 sq ft to convert the area to acres, then by multiplying the acreage by the minimum required dwelling unit"
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.200.definitions.txt,1183,19.202.4,,,,1,"The maximum number of dwelling units allowed is calculated by dividing the net area by 43,560 sq ft to convert the area to acres, then by multiplying the acreage by the maximum allowed dwelling unit d"
or/clackamas/milwaukie,min_frontage_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,968,19.303.3,,,,3,2. Minimum street frontage (ft)
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,982,19.303.3,,,"35,45",3,2. Building height (ft)
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1049,19.600,,,,3,1. Residential density requirements (dwelling units per acre)
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1128,19.303.4,45,,"35,45",1,The base maximum building height in the GMU Zone is 45 ft. Height bonuses are available for buildings that meet the standards of Subsection 19.303.4.B.3.
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1136,19.303.4,45,,"35,45",1,The maximum building height in the NMU Zone is 45 ft. No building height bonuses are available in the NMU Zone.
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1140,19.303.4,35,,"35,45",1,The maximum building height in the SMU Zone is 35 ft. No building height bonuses are available in the SMU Zone.
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1252,19.303.4,,,,1,"All new buildings must have at least one (1) primary entrance facing an abutting public street (i.e., within 45 degrees of the street property line); or, if the building entrance must be turned more t"
or/clackamas/milwaukie,min_density_du_per_acre,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1282,19.303.4,,,,1,"Minimum density for stand-alone residential development in the GMU Zone is 25 units per acre, and maximum density is 50 units per acre."
or/clackamas/milwaukie,min_density_du_per_acre,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1286,19.303.4,,,,1,"Minimum density for stand-alone residential development in the NMU Zone is 11.6 units per acre, and maximum density is 14.5 units per acre."
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,1990,19.304.5,,,,1,"The Planning Commission may permit off-street parking lots and curb cuts within 50 ft of the Main Street right-of-way only upon finding, through Type III Variance review pursuant to Section 19.911, th"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,2002,19.304.5,,,,1,The community need for the off-street parking area or curb cut within 50 ft of Main Street outweighs the need to provide a continuous façade of buildings in that area.
or/clackamas/milwaukie,min_lot_sqft,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,2244,19.307.3,,,"1500,3000",1,Lot size. None. Lot width shall be at least 50 ft. Average lot depth shall be at least 80 ft.
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,2272,19.307.3,45,,"35,45",2,"Height restriction. Maximum height of a structure shall be 3 stories or 45 ft, whichever is less."
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,2326,19.307.3,,,,1,"Primary building entrances. All new buildings must have at least 1 primary entrance facing an abutting public street (i.e., within 45 degrees of the street property line); or, if the building entrance"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,2614,19.308.5,,,,1,"All new buildings must have at least 1 primary entrance facing an abutting public street (i.e., within 45 degrees of the street property line); or, if the building entrance must be turned more than 45"
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,3991,19.312.6,45,,"35,45",1,Project proposals that receive green building approvals and certification as identified in Section 19.510 are permitted a total of 45 ft of additional height above the 45-ft base height maximum.
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.300.base-zones.txt,4187,19.312.7,,,,1,"All buildings must have at least one primary building entrance (e.g., dwelling entrance, customer entrance, tenant entrance, lobby entrance, or breezeway/courtyard entrance) facing an adjoining street"
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.400.overlays.txt,33,19.401.3,35,,"35,45",1,"Commercial, industrial and residential structures and residential accessory structures exceeding 35 ft in height west of McLoughlin Blvd;"
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.400.overlays.txt,653,19.402.4,,,"35,45",1,"Additional disturbance for outdoor uses, such as gardens and play areas, where the new disturbance area does not exceed 150 sq ft; does not involve the removal of any trees larger than 6-in diameter a"
or/clackamas/milwaukie,min_lot_sqft,held,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,198,19.502.2,"1500,850,10000","850,10000","1500,3000",1,"Lesser of 75% of primary structure OR 1,500 sq ft (allowed at least 850 sq ft if lot area > 10,000 sq ft)"
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,581,19.503.1,,,"35,45",1,Amateur and CB radio equipment and operations shall be considered an accessory use. Radio and television structures or towers outside of dwellings shall be subject to building regulations. Such struct
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,1289,19.505.1,,,,1,Minimum separation between detached units is 6 ft.
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,1644,19.505.4,,,,1,"The total footprint of a cottage unit must not exceed 900 sq ft, and the maximum average floor area for a cottage cluster is 1,400 sq ft per dwelling unit."
or/clackamas/milwaukie,open_space_min_pct,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,1692,19.505.4,,,,1,"The design standards in this subsection apply to cottages when the closest wall of the street-facing façade is within 50 ft of a front or street side lot line, when the front of the cottage faces the"
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,1876,19.505.4,,,,1,"A cottage cluster must include a minimum of 3 cottages and a maximum of 12 cottages, subject to Table 19.505.4.B.1. Minimum separation between detached units is 6 ft."
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,1948,19.505.4,,,,1,"Parking spaces may be located within a garage or a carport, but not a garage or carport attached to a cottage. Garages or carports in a cottage cluster may not contain more than four parking spaces, m"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,1988,19.505.4,,,,1,"Off-street parking spaces must not be located within 10 ft of any other property line, except alley property lines. Driveways and drive aisles are permitted within 10 ft of other property lines."
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,2561,19.505.7,,,"35,45",1,"For nonresidential and mixed-use buildings, 30% of the ground-floor street wall area must consist of openings; i.e., windows or glazed doors. The ground-floor street wall area is defined as the area u"
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,2699,19.505.7,,,"35,45",1,"Rooftop structures related to shared outdoor space—such as arbors, trellises, or porticos related to roof decks or gardens—shall not be included in the building's maximum height calculation, as long a"
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3847,19.508.4,,,"35,45",1,The height of building elements along street-facing façades must be varied in order to break up the overall bulk and mass of buildings as illustrated in Figure 19.508.4.H.2.b. At least one variation i
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,3879,19.508.4,"6,35",6,"35,45",1,The new building must provide a step back of at least 6 ft for any portion of the building above 35 ft in height above grade.
or/clackamas/milwaukie,min_frontage_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4157,19.508.4,,,,1,"Landscaping, structural elements, painting, and/or murals or other public art must be used to screen service areas that are located along a public street frontage. The required screening must result i"
or/clackamas/milwaukie,open_space_min_pct,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4243,19.508.4,,,,1,"Common open space, if provided, must be at least 15 ft by 15 ft in dimension and may be provided in the form of decks, shared patios, plazas, courtyards, landscaped areas, roof gardens, recreation roo"
or/clackamas/milwaukie,open_space_min_pct,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4255,19.508.4,,,,1,"When provided at ground level, outdoor common open space must be abutted on at least one side by the building, with at least one window and one door to access the space; and must be bordered on at lea"
or/clackamas/milwaukie,open_space_min_pct,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4331,19.508.4,,,,1,"Open spaces must provide at least 3 ft of seating area (e.g., bench, ledge, etc.) or one individual seat, including movable seating for outdoor seating areas, per 60 sq ft of plaza or open space area."
or/clackamas/milwaukie,open_space_min_pct,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4417,19.508.4,,,,1,Common open spaces for residents subject to Subsection 19.508.4.L must be lighted with pedestrian-scaled lighting (no more than 14 ft in height) at a level at least 1.0 foot-candles throughout the spa
or/clackamas/milwaukie,open_space_min_pct,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4421,19.508.4,,,,1,Plazas and usable open space subject to Subsection 19.508.4.M must be lighted with pedestrian-scaled lighting (no more than 14 ft in height) at a level at least 2.0 foot-candles throughout the space.
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4641,19.511,,,"35,45",1,"Maximum building height: for mixed-use residential developments in the Downtown Mixed Use (DMU) and the General Mixed Use (GMU) zones only and for multi-unit developments, an allowance of up to an add"
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4689,19.511,,,,1,For housing developments where 100% of the total number of proposed dwelling units are restricted to households earning 80% AMI or below the incentives identified in this subsection are increased by a
or/clackamas/milwaukie,max_units,unnumbered,unread_section,or/clackamas/milwaukie/19.500.supplementary.txt,4693,19.511,,,,1,"For housing developments where 100% of the total number of proposed dwelling units are homeownership units and are eligible for the incentives as defined in Subsection 19.511.B, the incentives identif"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,197,19.604.2,,,,1,"On a site owned by the same entity as the site containing the primary use where the nearest parking spaces shall be no further than 1,000 ft from the principal structure(s) or use(s). The measurement"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,572,19.606.2,,,,1,At least 25 sq ft of interior landscaped area must be provided for each parking space. Planting areas must be at least 120 sq ft in area and dispersed throughout the parking area.
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,668,19.606.3,,,,1,"Along collector and arterial streets, no parking space shall be located such that its maneuvering area is in an ingress or egress aisle within 20 ft of the back of the sidewalk, or from the right-of-w"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,682,19.606.3,,,,1,"Pedestrian access shall be provided for off-street parking areas so that no parking space is further than 100 ft away, measured along vehicle drive aisles, from a building entrance, or a walkway that"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,782,19.606.4,,,,1,"Calculating the 1/4-acre threshold (10,890 sq ft) is based on the cumulative area measured around the perimeter of all new off-street parking spaces, vehicle maneuvering lanes, vehicle maneuvering are"
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,854,19.606.4,,,"35,45",1,The existing canopy of trees preserved on-site and providing coverage of the subject parking area can be counted towards the canopy coverage standard. The current diameter of a preserved tree's crown
or/clackamas/milwaukie,max_height_ft,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,862,19.606.4,,,"35,45",1,Newly planted trees that are isolated in disconnected individual planters are permitted but do not count towards the canopy coverage standard. The canopy of preserved trees that are isolated and at le
or/clackamas/milwaukie,max_height_ft,held,unread_section,or/clackamas/milwaukie/19.600.parking.txt,1077,19.608.3,"35,10,13","10,13","35,45",1,"Loading spaces shall be at least 35 ft long and 10 ft wide, and shall have a height clearance of at least 13 ft."
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,1347,19.609.4,,,,1,"Locker spaces must have a minimum depth of 6 ft and an access door that is at least 2 ft wide. If providing more than one bicycle parking space through a triangle locker layout, a 2 ft wide door must"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,1413,19.609.4,,,,1,"All long-term bicycle parking must be covered. Where covered bicycle parking is not within a building or locker, the cover must be permanent, impervious to precipitation, and project a minimum of 2 ft"
or/clackamas/milwaukie,parking_min_per_unit,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,1461,19.609.4,,,,1,Electrical outlet requirement. At least 5% of spaces must be located within 10 ft of an electrical socket. Each electrical socket must be accessible to horizontal bicycle parking spaces.
or/clackamas/milwaukie,max_far,unnumbered,unread_section,or/clackamas/milwaukie/19.600.parking.txt,1580,19.611.4,,,,1,An applicant shall be allowed an additional 0.5 sq ft of floor area above the maximum allowed floor area ratio for every 1 sq ft of structured parking provided. The applicant shall meet the other requ
or/clackamas/oregon-city,setback_front_ft,held,unread_section,or/clackamas/oregon-city/17.zoning.txt,4596,17.12.040,5,,"5,10,15,20",1,"Minimum front yard setback 5 feet, except"
or/clackamas/oregon-city,max_units,unnumbered,unread_section,or/clackamas/oregon-city/17.zoning.txt,4651,17.12.050,,,,1,twenty percent increase or 26.2 du/acre. Affordable units
or/clackamas/oregon-city,setback_garage_entrance_ft,held,unread_section,or/clackamas/oregon-city/17.zoning.txt,5707,17.16.070,20,,"5,20",1,® Garages and carports must not abut common courtyards. Garage doors for individual garages must not exceed 20 feet in width.
or/clackamas/oregon-city,min_density_du_per_acre,unnumbered,unread_section,or/clackamas/oregon-city/17.zoning.txt,6734,17.24.050,,,"3.5,4.4,5.8,7,10",1,"minimum net density of 17.4 units per acre, with no maximum"
or/clackamas/tualatin,max_units,unnumbered,unread_section,or/clackamas/tualatin/36.400-420.lot-dimensions.txt,75,36.125,,,,1,"(iv) A minimum of 20 percent of the dwelling units must include Townhomes, Duplexes,"
or/clackamas/tualatin,min_lot_width_ft,held,unread_section,or/clackamas/tualatin/36.400-420.lot-dimensions.txt,97,36.420,50,,"0,50",1,(c) Lots that have frontage on a public street must have a minimum lot width of 50 feet or 30
or/clackamas/tualatin,max_height_ft,unnumbered,unread_section,or/clackamas/tualatin/73A.020-060.residential-design.txt,9,73A.020,,,35,1,(ii) An increase in building height of 35 percent or more.
or/clackamas/tualatin,parking_min_per_unit,unnumbered,unread_section,or/clackamas/tualatin/73C.parking.txt,60,73C.030,,,,1,(8) Compact Parking. Parking spaces for sub-compact vehicles must not exceed 35 percent
or/clackamas/tualatin,parking_min_per_unit,unnumbered,unread_section,or/clackamas/tualatin/73C.parking.txt,83,73C.030,,,,1,"(b) Developments with off-street parking areas of one-half acre (21,780 square feet) or"
or/clackamas/tualatin,parking_min_per_unit,unnumbered,unread_section,or/clackamas/tualatin/73C.parking.txt,695,73C.210,,,,1,(4) Landscape Island. Minimum 25 square feet per parking space must be improved with
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/14.r-4.5.txt,101,14.050,,,,1,"7. Senior citizen/handicapped housing facilities with a maximum number of units 50 percent above the allowed density for the property; provided, that the following conditions shall apply:"
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/14.r-4.5.txt,111,14.050,,,,1,"e. A minimum of 10 square feet of general storage area other than regular kitchen, bedroom and linen storage shall be provided within each unit. Complexes which do not include laundry facilities in th"
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/14.r-4.5.txt,113,14.050,,,,1,f. The maximum number of units allowed in a senior citizen or handicapped housing facility shall be 50 percent above the allowed density for the property.
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/14.r-4.5.txt,119,14.050,,,,1,2) No more than 25 percent of the total number of units may be used for nursing care patients.
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/15.r-3.txt,105,15.050,,,,1,"6. Senior citizen/handicapped housing facilities with a maximum number of units 50 percent above the allowed density for the property; provided, that the following conditions shall apply:"
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/15.r-3.txt,115,15.050,,,,1,"e. A minimum of 10 square feet of general storage area other than regular kitchen, bedroom and linen storage shall be provided within each unit. Complexes which do not include laundry facilities in th"
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/15.r-3.txt,117,15.050,,,,1,f. The maximum number of units allowed in a senior citizen or handicapped housing facility shall be 50 percent above the allowed density for the property.
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/15.r-3.txt,123,15.050,,,,1,2) No more than 25 percent of the total number of units may be used for nursing care patients.
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/16.r-2.1.txt,111,16.050,,,,1,"8. Senior citizen/handicapped housing facilities with a maximum number of units 50 percent above the allowed density for the property; provided, that the following conditions shall apply:"
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/16.r-2.1.txt,121,16.050,,,,1,"e. A minimum of 10 square feet of general storage area other than regular kitchen, bedroom and linen storage shall be provided within each unit. Complexes which do not include laundry facilities in th"
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/16.r-2.1.txt,123,16.050,,,,1,f. The maximum number of units allowed in a senior citizens or handicapped housing facility shall be 50 percent above the allowed density for the property.
or/clackamas/west-linn,max_units,unnumbered,unread_section,or/clackamas/west-linn/16.r-2.1.txt,129,16.050,,,,1,2) No more than 25 percent of the total number of units may be used for nursing care patients.
or/clackamas/wilsonville,max_height_ft,held,unread_section,or/clackamas/wilsonville/4.planning.txt,4349,4.120,35,,35,1,D. Maximum Height: 35 feet.
or/clackamas/wilsonville,max_height_ft,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,4351,4.120,,,35,4,"the accessory buildings and uses do not exceed 120 square feet or ten feet in height, and they"
or/clackamas/wilsonville,max_height_ft,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,4548,4.123,,,35,1,2. Accessory structures less than 120 square feet and ten feet in height are not subject to
or/clackamas/wilsonville,max_units,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,7944,4.118,,,,1,Units of any requirement in Table 6B by the greater of five units or 20 percent.
or/clackamas/wilsonville,max_units,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,7946,4.118,,,,1,units or 20 percent is calculated shall be the number as written in Table 6B and
or/clackamas/wilsonville,max_height_ft,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,11033,4.137.2,,,35,1,Table 3: Maximum Permitted Height Of Shadow At Solar Feature (Feet)
or/clackamas/wilsonville,setback_front_ft,held,unread_section,or/clackamas/wilsonville/4.planning.txt,11100,4.137.2,15,,"12,15,20",1,1. A front yard setback may be reduced to not less than 15 feet.
or/clackamas/wilsonville,setback_rear_ft,held,unread_section,or/clackamas/wilsonville/4.planning.txt,11101,4.137.2,15,,"5,15,20",1,2. A rear yard setback may be reduced to not less than 15 feet.
or/clackamas/wilsonville,setback_side_ft,held,unread_section,or/clackamas/wilsonville/4.planning.txt,11102,4.137.2,5,,"0,5,7,10",1,3. A side yard setback may be reduced to not less than 5 feet.
or/clackamas/wilsonville,parking_min_per_unit,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,13206,4.176.03,,,,1,• 90 percent of parking spaces are within five parking spaces of a tree;
or/clackamas/wilsonville,parking_min_per_unit,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,13212,4.176.03,,,,1,exempt up to 25 percent of the parking spaces from the calculation of the
or/clackamas/wilsonville,max_height_ft,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,13704,4.156,,,35,1,logo being 90 percent or less of the cap height for letters otherwise allowed. (i.e. if
or/clackamas/wilsonville,max_height_ft,held,unread_section,or/clackamas/wilsonville/4.planning.txt,13813,4.156,35,,35,1,"be granted to allow signs to exceed 35 feet in height), number of signs, or use of electronic"
or/clackamas/wilsonville,max_height_ft,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,14099,4.156.06,,,35,1,ground mounted sign of 18 square feet or less in area and six feet or less in height above ground.
or/clackamas/wilsonville,parking_min_per_unit,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,15143,4.172,,,,1,2. A minimum of 25 percent of the provided parking spaces must be provided above the
or/clackamas/wilsonville,max_units,unnumbered,unread_section,or/clackamas/wilsonville/4.planning.txt,16663,4.199.60,,,,1,"A. Additions of 50 percent or more in terms of additional dwelling units, gross floor area,"
or/multnomah/_unincorporated,max_units,unnumbered,unread_section,or/multnomah/_unincorporated/33.110.txt,514,33.110.210,,,,1,dwelling unit that is affordable to those earning no more than 60 percent of the area
or/multnomah/_unincorporated,max_units,unnumbered,unread_section,or/multnomah/_unincorporated/33.110.txt,529,33.110.210,,,,1,"additional dwelling unit must be added to the site, and no more than 25 percent of"
or/multnomah/_unincorporated,max_height_ft,unnumbered,unread_section,or/multnomah/_unincorporated/33.110.txt,602,33.110.270,,,"25,30,35",1,slope of 20 percent or greater the alternative height and setback standards of
or/multnomah/_unincorporated,max_units,unnumbered,unread_section,or/multnomah/_unincorporated/33.110.txt,821,33.110.230,,,,1,1. Be within 8 feet of the longest street-facing wall of the dwelling unit; and
or/multnomah/_unincorporated,max_units,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,95,33.266.110,,,,1,"a. If between one and six spaces are provided for dwelling units, 100 percent of the"
or/multnomah/_unincorporated,max_units,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,98,33.266.110,,,,1,"b. If seven or more spaces are provided for dwelling units, 50 percent, or six,"
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,116,33.266.115,,,,1,a. Generally. The maximum number of parking spaces allowed is 125 percent of the
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,303,33.266.120,,,,1,"a. Generally, parking spaces are not allowed within the first 10 feet from a front lot"
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,307,33.266.120,,,,1,(1) A parking space is allowed within the first 10 feet from a front lot line or
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,309,33.266.120,,,,1,a parking space that is located outside of the first 10 feet from a front lot
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,312,33.266.120,,,,1,parking spaces are allowed within 10 feet of the front lot line.
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,318,33.266.120,,,,1,1. A parking space must be at least 9 feet by 18 feet.
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,1017,33.266,,,,1,(2) There must be at least 5 feet behind all bicycle parking spaces to allow room
or/multnomah/_unincorporated,parking_min_per_unit,unnumbered,unread_section,or/multnomah/_unincorporated/33.266.txt,1176,33.266,,,,1,a. Minimum number of horizontal bicycle parking spaces. At least 30 percent of
or/multnomah/_unincorporated,max_height_ft,held,unread_section,or/multnomah/_unincorporated/39.cfu.txt,1256,39.4105,35,,"25,30,35",1,(A) Maximum structure height – 35 feet.
or/multnomah/_unincorporated,max_height_ft,held,unread_section,or/multnomah/_unincorporated/39.lr-10.txt,277,39.4878,35,,"25,30,35",1,Maximum Structure Height ¬ 35 feet.
or/multnomah/_unincorporated,max_height_ft,held,unread_section,or/multnomah/_unincorporated/39.mua-20.txt,472,39.4330,35,,"25,30,35",1,Maximum Structure Height – 35 feet
or/multnomah/_unincorporated,max_height_ft,held,unread_section,or/multnomah/_unincorporated/39.muf.txt,342,39.4720,35,,"25,30,35",1,Maximum Structure Height ¬ 35 feet.
or/multnomah/_unincorporated,max_height_ft,held,unread_section,or/multnomah/_unincorporated/39.oci.txt,479,39.4682,35,,"25,30,35",1,Maximum Structure Height - 35 feet
or/multnomah/_unincorporated,max_height_ft,held,unread_section,or/multnomah/_unincorporated/39.uf-20.txt,238,39.4743,35,,"25,30,35",1,Maximum Structure Height ¬ 35 feet.
or/multnomah/_unincorporated,min_lot_sqft,unnumbered,unread_section,or/multnomah/_unincorporated/39.urban-ldr-general.txt,39,39.4782,,,"1,5,20,80,3000,4000,4200,4500,5000,6000,12000",1,ten percent of the lot area or 25 percent of any
or/multnomah/fairview,min_lot_sqft,unnumbered,unread_section,or/multnomah/fairview/19.106.txt,552,19.106.040,,,"2500,4000,6000,7500,10000",1,"ii. In order to accommodate any transferred residential densities, dimensional standards and lot sizes may be adjusted by no more than 20 percent."
or/multnomah/fairview,max_far,unnumbered,unread_section,or/multnomah/fairview/19.106.txt,554,19.106.040,,,0.7,1,"iii. Density transfers on commercial and industrial zoned land. The transfer credit of 10,000 square feet floor area ratio (FAR) per acre of land with an upland habitat or riparian resource protection"
or/multnomah/fairview,max_height_ft,held,unread_section,or/multnomah/fairview/19.106.txt,690,19.106.050,"75,45",75,"35,45",1,"C. Within the 75-foot protected area along Clear Creek, development and resource alteration, other than mitigation or enhancement, will be prohibited within 45 feet of the corridor centered on the cre"
or/multnomah/fairview,min_lot_width_ft,unnumbered,unread_section,or/multnomah/fairview/19.106.txt,724,19.106.060,,,"30,60",1,"k. In the Fairview Lake Area. Decks and similar structures; provided, that no more than 20 percent of the lot width within the buffer setback area be occupied by such a structure or structures."
