layer,bucket,field,path,line,section,repeats,text
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,342,4,1,THR-SW 6 ft. 1 ft. N/A 5 ft. 0 ft. N/A 8 ft. 8 ft. 20 ft. N/A 8 in.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,344,4,1,VLDR-SW 10 ft. 8 ft. 20 ft. 5 ft. N/A N/A 10 ft. 8 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,345,4,1,LDR-SW 10 ft. 8 ft. 20 ft. 5 ft. N/A N/A 10 ft. 8 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,346,4,1,THR-SW 10 ft. 8 ft. N/A 5 ft. N/A N/A 10 ft. 8 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,348,4,1,VLDR-SW 20 ft. 8 ft. 25 ft. 5 ft. N/A N/A 20 ft. 8 ft. 25 ft. 20 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,349,4,1,LDR-SW 10 ft. 8 ft. 20 ft. 5 ft. N/A 6 in. on
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,351,4,2,6 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,353,4,1,10 ft. 8 ft. 20 ft. 15 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,354,4,1,THR-SW 8 ft. 8 ft. N/A 5 ft. N/A 6 in. on
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,358,4,1,8 ft. 8 ft. 10 ft.5 N/A 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,360,4,1,5. Permitted only on side frontage more than 70 ft. in length.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,369,4.1510,1,"porticos, or stoops, of at least 40 square feet."
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,537,4,1,"• Eating and drinking establishments with a maximum gross floor area of 3,500 square feet"
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,540,4,1,"5,000 square feet"
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,542,4,1,"• Grocery store with a maximum gross floor area of 35,000 square feet"
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,610,4.1521,1,E. Minimum Building Setbacks 0 ft. 0 ft. 10 ft. front and street
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,611,4.1521,1,side; 5 ft. for each 20
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,614,4.1521,1,F. Maximum Building Setbacks 10 ft. front and street
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,619,4.1521,1,20 ft. front and street
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,629,4.1521,1,45 ft.5 100 ft. 120 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,696,4.1524,1,"buildings with less than 1,000 square feet of floor area."
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,716,4.1526,1,1. A minimum of 15 percent of the gross site area: RTI-SW
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,717,4.1526,1,2. A minimum of 10 percent of the gross site area: IND-SW
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,914,4.156,1,"of tree diameter per 1,000 square feet of site area; or"
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,990,4.1568,1,3. Install a “green” (vegetated) roof for at least 50 percent of the roof area. (2 points)
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,1021,4,1,for all regularly occupied areas within 15 feet of the perimeter wall. (1 point)
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,35,7.0410,1,2. Dwellings shall be separated by a distance of at least 15 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,72,7.0410,1,"shall be measured within 5 feet of the subject property line, and the average grade of the"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,73,7.0410,1,perimeter setback area shall be measured within 5 feet of the subject property line.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,87,7.0410,1,"Any such recreation area shall contain at least 2,500 square feet and have a minimum width"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,88,7.0410,1,dimension of 30 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,105,7.0410,1,Serving Fewer than 50 Spaces None 20 feet
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,106,7.0410,2,One Side 30 feet
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,107,7.0410,1,Both Sides 32 feet
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,109,7.0410,1,Serving 50 or More Spaces None 22 feet
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,111,7.0410,1,Both Sides 34 feet
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,131,7,1,9. Minimum sidewalk width shall be 4 feet unless otherwise specified in this Code.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,132,7,1,10. Maximum grade for any interior street shall be 12 percent.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,139,7,1,feet or 20 feet by 20 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,150,7,1,minimum width dimension of 8 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,184,7.0420,2,ii. Be at an angle of up to 45 degrees from the street; or
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,201,7.0420,1,"i. 30 feet per parent lot, or"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,204,7.0420,1,"garage, a maximum of 10 feet of driveway approach width for each building containing"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,216,7.0420,1,vi. The minimum driveway width is 9 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,221,7.0420,1,"shall not exceed 150 feet in length, unless approved by the Gresham Fire Department;"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,225,7.0420,1,iii. Shared driveways shall not be less than 15 feet wide.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,242,7.0420,1,of 5 feet. The porch shall not project into the required setback.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,257,7.0420,2,surfaced and a minimum 4 feet wide.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,269,7.0420,3,"have a railing, and be 64 square feet or larger with minimum dimensions of 6 feet in each"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,275,7.0420,1,minimum dimensions of 8 feet in each direction;
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,301,7.0420,1,"provide a minimum 17 percent transparency on the south building façade. Provide exterior,"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,313,7.0420,1,summer solstice is 67.78 degrees.) (See Figure 7.0420( F)(2)(a)(ii).)
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,377,7.0420,3,and 6 feet in length is provided.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,384,7.0420,1,closest to the lot line shall not count towards the 60 percent limit.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,392,7.0420,2,glass shall have a Visible Transmittance value of 60 percent or greater.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,447,7.0431,1,ii. Be at an angle of up to 45 degrees from the street;
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,529,7.0431,1,minimum dimensions of 8 feet in each direction; or
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,559,7.0431,1,"development total less than 3,60 0 square feet only one option shall be required."
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,563,7.0431,1,a. A roof dormer a minimum of 4 feet in width;
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,565,7.0431,1,c. A bay window that extends from the facade a minimum of 2 feet;
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,568,7.0431,1,e. An entryway that is recessed a minimum of 3 feet;
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,569,7.0431,1,f. A covered entryway with a minimum depth of 4 feet; or
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,607,7.0431,1,minimum dimensions of 8 feet in each direction; and
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,653,7.0440,1,within 50 feet of the common courtyard that is connected to the common courtyard via an
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,655,7.0440,1,2. A minimum of 50 percent of cottages within a cluster shall:
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,676,7.0440,1,5. The common courtyard shall be a minimum of 25 feet wide at its narrowest dimension.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,679,7.0440,1,common courtyard shall not exceed 75 percent of the total common courtyard area.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,686,7,1,8. Fences within or on the perimeter of common courtyards shall be a minimum of 75 percent
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,716,7,1,2. Internal walkways shall be hard-surfaced and a minimum of 4 feet wide.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,734,7,1,not be located within 10 feet of any street property line; or
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,754,7,1,c. Individual detached garages shall not exceed 400 square feet in floor area.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,781,7,1,shall occupy a minimum of 17 percent of the total street- facing facade area(s).
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,790,7,1,1. Accessory structures shall not exceed 400 square feet in floor area.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,822,7.0450,1,Less than 1.5 acres No more than 80 percent of lots shall be designated for any one
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,824,7.0450,1,1.5 acres to 5 acres No more than 60 percent of lots shall be designated for any one
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,826,7.0450,1,More than 5 acres No more than 60 percent of lots shall be designated for any one
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,840,7.0450,1,"less than 1,400 square feet, excluding garages."
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,856,7.0450,1,"designated as category a, b, or c, and 20 percent of lots designated as category d); and"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,886,7.0450,1,subject structure and that are located on lots within 200 feet of the subject lot.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,987,7.0451,1,"On-Site Public Multi-Use Path, Multi-Use Trail, or 2 pts. per 0.125 mi. (660 ft.) of path"
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,990,7.0451,1,On-Site Common Recreation Path 1 pt. per 0.125 mi. (660 ft.) of path
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1031,7,1,one area that is a minimum of 30 feet by 30 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1033,7,1,of 50 percent impervious area.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1062,7,1,a. Swimming pools shall have minimum dimensions of 15 feet by 30 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1067,7,1,of the pool a minimum of 8 feet wide.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1073,7,1,b. Hot tubs shall include an apron or deck around the perimeter a minimum of 8 feet wide.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1075,7,1,high perimeter fence that is a maximum of 25 percent opaque.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1081,7,1,50 percent impervious area.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1086,7,1,"a. Plazas shall be a minimum of 1,000 square feet in size with a minimum width of 25 feet."
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1093,7,1,6 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1120,7,1,and a minimum dimension of 15 feet.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1127,7,1,a. Benches and picnic tables shall be a minimum of 6 feet long.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1193,7,1,c. Trees shall be capable of achieving a minimum spread of at least 20 feet at maturity.
or,unfielded,,or/multnomah/gresham/7.0400.middle-housing-design.txt,1194,7,1,d. Trees shall be planted a minimum of 15 feet apart.
or,unfielded,,or/multnomah/portland/33.100.txt,194,33.100.200,1,diamonds must be set back 50 feet from abutting R-zoned properties. Playground
or,unfielded,,or/multnomah/portland/33.100.txt,195,33.100.200,1,"facilities must be set back 25 feet from abutting R-zoned properties if not illuminated,"
or,unfielded,,or/multnomah/portland/33.100.txt,196,33.100.200,1,and 50 feet if illuminated. Where the outdoor activity facility abuts R-zoned properties
or,unfielded,,or/multnomah/portland/33.100.txt,223,33.100.205,1,over 8 feet. A fence within 30 feet of a street lot line may not be more than 10 percent
or,unfielded,,or/multnomah/portland/33.110.txt,98,33.110.050,1,"10,000 square feet and not more than 25,000 square feet of net building area to a"
or,unfielded,,or/multnomah/portland/33.110.txt,113,33.110.050,1,"more than 25,000 square feet of net building area to a site, the neighborhood contact"
or,unfielded,,or/multnomah/portland/33.110.txt,138,33.110.100,1,"to 3,500 square feet of the total net building area on the site can be in a Group Living"
or,unfielded,,or/multnomah/portland/33.110.txt,139,33.110.100,1,"Use. More than 3,500 square feet of net building area in Group Living is a conditional"
or,unfielded,,or/multnomah/portland/33.110.txt,385,33.110,1,Lot 36 feet wide and
or,unfielded,,or/multnomah/portland/33.110.txt,391,33.110,1,"Lot 1500 sq. ft. [1, 4]"
or,unfielded,,or/multnomah/portland/33.110.txt,422,33.110.205,1,"14,000 square feet or larger in total site area."
or,unfielded,,or/multnomah/portland/33.110.txt,424,33.110.205,1,"10,000 square feet or larger in total site area."
or,unfielded,,or/multnomah/portland/33.110.txt,426,33.110.205,1,"5,000 square feet or larger in total site area."
or,unfielded,,or/multnomah/portland/33.110.txt,458,33.110.260,1,- Front building 20 ft. 20 ft. 20 ft. 15 ft. 10 ft. 10 ft.
or,unfielded,,or/multnomah/portland/33.110.txt,460,33.110.260,1,- Side building 10 ft. 10 ft. 10 ft. 5 ft. 5 ft. 5 ft.
or,unfielded,,or/multnomah/portland/33.110.txt,462,33.110.260,1,- Rear building 10 ft. 10 ft. 10 ft. 5 ft. 5 ft. 5 ft.
or,unfielded,,or/multnomah/portland/33.110.txt,471,33.110.260,1,- Minimum area 250 sq. ft. 250 sq. ft. 250 sq. ft. 250 sq. ft. 250 sq. ft. 200 sq. ft.
or,unfielded,,or/multnomah/portland/33.110.txt,472,33.110.260,1,10 ft. x
or,unfielded,,or/multnomah/portland/33.110.txt,473,33.110.260,1,- Minimum dimension 12 ft. x 12 ft. x 12 ft. x 12 ft. x 12 ft. x 10 ft.
or,unfielded,,or/multnomah/portland/33.110.txt,474,33.110.260,1,(See 33.110.240) 12 ft. 12 ft. 12 ft. 12 ft. 12 ft.
or,unfielded,,or/multnomah/portland/33.110.txt,500,33.110.210,1,"R20 zones, the maximum FAR only applies to lots that are less than 10,000 square feet in"
or,unfielded,,or/multnomah/portland/33.110.txt,507,33.110.210,1,1. Maximum FAR does not apply to one alteration or addition of up to 250 square feet
or,unfielded,,or/multnomah/portland/33.110.txt,555,33.110.270,1,as they are attached to a building and do not exceed 5 feet above the top of the
or,unfielded,,or/multnomah/portland/33.110.txt,556,33.110.270,1,"highest point of the roof. If they are greater than 3 feet in width, depth, or diameter,"
or,unfielded,,or/multnomah/portland/33.110.txt,565,33.110.270,1,c. The width of the dormer is not more than 75 percent of the width of the roof
or,unfielded,,or/multnomah/portland/33.110.txt,579,33.110.270,1,panel may extend up to 5 feet above the top of the highest point of the roof.
or,unfielded,,or/multnomah/portland/33.110.txt,605,33.110.270,1,"downhill from another street with an average slope of 20 percent or greater, the"
or,unfielded,,or/multnomah/portland/33.110.txt,636,33.110,1,"20 percent of the depth of the setback. However, the feature must be at least three"
or,unfielded,,or/multnomah/portland/33.110.txt,647,33.110,1,"(1) Each bay and bay window may be up to 12 feet long, but the total area of all"
or,unfielded,,or/multnomah/portland/33.110.txt,648,33.110,1,bays and bay windows on a building facade cannot be more than 30 percent
or,unfielded,,or/multnomah/portland/33.110.txt,650,33.110,1,(2) At least 30 percent of the area of each bay which faces the property line
or,unfielded,,or/multnomah/portland/33.110.txt,654,33.110,1,2. Building eaves may extend up to 2 feet into a required building setback provided the
or,unfielded,,or/multnomah/portland/33.110.txt,662,33.110,1,c. Stormwater planters that are no more than 2-1/2 feet above the ground;
or,unfielded,,or/multnomah/portland/33.110.txt,670,33.110,1,"e. Decks, stairs and ramps that are no more than 2-1/2 feet above the ground."
or,unfielded,,or/multnomah/portland/33.110.txt,675,33.110,1,that are no more than 2-1/2 feet above the average sidewalk elevation.
or,unfielded,,or/multnomah/portland/33.110.txt,692,33.110,1,"street with an average slope of 20 percent or greater. See Chapter 33.930,"
or,unfielded,,or/multnomah/portland/33.110.txt,705,33.110,1,wall of the primary structure within the required setback is at least 60 percent of the
or,unfielded,,or/multnomah/portland/33.110.txt,710,33.110,1,reduced to less than 3 feet in depth and eaves may not project closer than 2 feet to
or,unfielded,,or/multnomah/portland/33.110.txt,814,33.110.230,1,average slope of 20 percent or more is exempt from these standards;
or,unfielded,,or/multnomah/portland/33.110.txt,830,33.110,1,b. Be at an angle of up to 45 degrees from the street; or
or,unfielded,,or/multnomah/portland/33.110.txt,833,33.110,1,(1) Be at least 25 square feet in area;
