layer,bucket,field,path,line,section,repeats,text
or,unread,max_units,or/multnomah/_unincorporated/33.140.txt,190,33.140.100,1,dwelling units are affordable to those earning no more than 60 percent of the
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,559,33.140.210,1,"10 feet above the height limit, or 5 feet above the highest point of the roof, whichever"
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,562,33.140.210,1,2. Parapets and rooftop railings may extend 4 feet above the height limit.
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,566,33.140.210,1,a. Elevator mechanical equipment may extend up to 16 feet above the height
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,569,33.140.210,1,more than 10 percent of the roof area may extend up to 10 feet above the height
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,597,33.140,1,Maximum Height 45 ft. no limit 65 ft no limit no limit no limit
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,629,33.140,1,"EG2, IG2, IH Any height 15 ft. / 10 ft. @ L3 15 ft. / 10 ft. @ L3"
or,unread,max_height_ft,or/multnomah/_unincorporated/33.140.txt,1392,33.140.270,1,b. Water cisterns that are 6 feet or less in height are allowed in side and rear
or,unread,max_height_ft,or/multnomah/_unincorporated/39.cfu.txt,1256,39.4105,1,(A) Maximum structure height – 35 feet.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.cfu.txt,1551,39.4110,1,than 2 feet in height.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.efu.txt,1356,39.4245,1,Maximum Structure Height – 35 feet
or,unread,min_lot_sqft,or/multnomah/_unincorporated/39.lr-10.txt,4,39.4868,1,"lot size of 10,000 square feet for one dwelling."
or,unread,max_height_ft,or/multnomah/_unincorporated/39.lr-10.txt,277,39.4878,1,Maximum Structure Height ¬ 35 feet.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.lr-5.txt,329,39.4830,1,Maximum Structure Height ¬ 35 feet.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.lr-5.txt,353,39.4830,1,"the maximum height may be 35 feet,"
or,unread,max_height_ft,or/multnomah/_unincorporated/39.lr-7.txt,412,39.4862,1,Maximum Structure Height ¬ 35 feet.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.lr-7.txt,434,39.4862,1,"the maximum height may be 35 feet,"
or,unread,max_height_ft,or/multnomah/_unincorporated/39.mr-4.txt,179,39.4990,1,Maximum Structure Height - 35 feet.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.mua-20.txt,472,39.4330,1,Maximum Structure Height – 35 feet
or,unread,max_height_ft,or/multnomah/_unincorporated/39.muf.txt,342,39.4720,1,Maximum Structure Height ¬ 35 feet.
or,unread,max_height_ft,or/multnomah/_unincorporated/39.oci.txt,479,39.4682,1,Maximum Structure Height - 35 feet
or,unread,max_height_ft,or/multnomah/_unincorporated/39.or.txt,427,39.5350,1,Maximum Structure Height - 35 feet
or,unread,max_height_ft,or/multnomah/_unincorporated/39.rural-residential.txt,454,39.4380,1,Maximum Structure Height – 35 feet
or,unread,max_height_ft,or/multnomah/_unincorporated/39.uf-20.txt,238,39.4743,1,Maximum Structure Height ¬ 35 feet.
or,unread,min_lot_sqft,or/multnomah/fairview/19.115.txt,35,19.115.040,1,"A. Lot Size. All VSF lots shall be no less than 4,000 square feet. The 4,000-square-foot-minimum lot size does not apply to townhomes, which lot size is regulated by FMC 19.30.030. Lots with single-un"
or,unread,max_coverage_pct,or/multnomah/fairview/19.115.txt,39,19.115.040,1,C. Lot Coverage. The total of all structures in the VSF zone shall cover no more than 60 percent of any lot.
or,unread,max_height_ft,or/multnomah/fairview/19.115.txt,41,19.115.040,1,D. Height. Buildings within this zone may not exceed 35 feet in height.
or,unread,max_units,or/multnomah/fairview/19.115.txt,53,19.115.040,1,"d. Sides of units may have a minimum setback of four feet from the property line on one side of the lot and a minimum of five feet on the opposite side of the lot; provided, that the common line setba"
or,unread,max_units,or/multnomah/fairview/19.115.txt,55,19.115.040,1,e. The rear facade of the main dwelling unit shall be set back a minimum of 15 feet from the rear property line.
or,unread,setback_side_ft,or/multnomah/fairview/19.115.txt,57,19.115.040,1,"2. Lots that Abut Fairview Creek. The front and side setbacks described in subsection (E)(1) of this section apply. The rear property line shall be the centerline of Fairview Creek, and the rear setba"
or,unread,setback_side_ft,or/multnomah/fairview/19.115.txt,59,19.115.040,1,"3. Lots that Abut Clear Creek. The front and side setbacks described in subsection (E)(1) of this section apply. The rear property line shall be the centerline of Clear Creek, and the rear setback sha"
or,unread,setback_garage_entrance_ft,or/multnomah/fairview/19.115.txt,63,19.115.040,1,1. Four out of five attached garages with front access on any block frontage in the VSF zone shall be set back a minimum of 20 feet from the front facade. Such garages may have a single garage door fo
or,unread,setback_garage_entrance_ft,or/multnomah/fairview/19.115.txt,67,19.115.040,1,"3. Lots that abut Fairview or Clear Creek may have garages with a minimum four-foot setback. Such garages shall orient the garage doors perpendicular to the right-of-way, shall have a separate garage "
or,unread,setback_rear_ft,or/multnomah/fairview/19.115.txt,73,19.115.040,1,b. Detached garages on lots abutting Fairview and Clear Creek shall have rear setbacks in compliance with the environmental setbacks of those creeks; 50 feet and 37.5 feet respectively. Minimum side y
or,unread,setback_rear_ft,or/multnomah/fairview/19.115.txt,75,19.115.040,1,c. Detached garages on non-alley lots that abut other lots oriented perpendicular to such lots shall have a minimum rear setback of 15 feet and minimum side yard setbacks equal to the minimum side yar
or,unread,max_coverage_pct,or/multnomah/fairview/19.120.txt,61,19.120.040,1,C. Lot Coverage. The total of all structures shall cover no more than 70 percent of any lot.
or,unread,max_height_ft,or/multnomah/fairview/19.120.txt,63,19.120.040,1,D. Height. Buildings within this zone may not exceed 35 feet in height.
or,unread,max_units,or/multnomah/fairview/19.120.txt,65,19.120.040,1,E. Setbacks. Dwelling unit front facades shall be set back from the right-of-way for a distance of either 10 or 15 feet. Sides of units may have a setback of zero feet from property line on both sides
or,unread,min_density_du_per_acre,or/multnomah/fairview/19.125.txt,49,19.125.040,1,A. Density. The minimum density shall be no less than 20 units per net acre. The maximum density shall be no more than 30 units per acre.
or,unread,max_coverage_pct,or/multnomah/fairview/19.125.txt,51,19.125.040,1,B. Lot Coverage. The total of all structures shall cover no more than 65 percent of each lot in the zone.
or,unread,max_height_ft,or/multnomah/fairview/19.125.txt,53,19.125.040,1,C. Height. Buildings within these zones may not exceed 45 feet in height and tower elements may not exceed 60 feet.
or,unread,min_frontage_ft,or/multnomah/fairview/19.125.txt,55,19.125.040,1,"D. Setbacks. Front facades shall be set back from right-of-way a distance of either zero feet or 10 feet or 15 feet. There are no setback requirements for side and rear facades, except for the VA zone"
or,unread,max_height_ft,or/multnomah/fairview/19.13.definitions.txt,123,19.13.020,1,2. An elevation 10 feet higher than the lowest grade when the sidewalk or ground surface described in subsection (1) of this definition is more than 10 feet above the lowest grade. The height of a ste
or,unread,max_units,or/multnomah/fairview/19.13.definitions.txt,169,19.13.030,1,"“Cottage cluster” means a grouping of no fewer than four detached dwelling units per acre, each with a footprint of less than 900 square feet, located on a single lot or parcel that includes a common "
or,unread,max_height_ft,or/multnomah/fairview/19.13.definitions.txt,245,19.13.060,1,"4. Roofed porches, exterior balconies, or other similar areas, unless they are enclosed by walls that are more than 42 inches in height for 75 percent or more of their perimeter."
or,unread,max_far,or/multnomah/fairview/19.13.definitions.txt,247,19.13.060,1,"“Floor area ratio (FAR)” means the amount of floor area of a building or structure in relation to the amount of site area, expressed in square feet. For example, a floor area ratio of 0.7 to one means"
or,unread,max_height_ft,or/multnomah/fairview/19.130.txt,59,19.130.040,1,A. Height. Buildings within this zone may not exceed 55 feet in height and tower elements shall not exceed 70 feet.
or,unread,min_frontage_ft,or/multnomah/fairview/19.135.txt,68,19.135.030,1,b. Parking lots shall occupy no more than 50 percent of the street frontage. One or more pedestrian accessways connecting parking lots to adjacent streets shall be provided at a minimum frequency of 2
or,unread,max_height_ft,or/multnomah/fairview/19.135.txt,78,19.135.030,1,"e. Awnings may extend up to four feet into a public right-of-way. Awnings shall have a minimum clearance of 7.0 feet and a maximum height of 12.5 feet. Awning covering material shall be metal, glass, "
or,unread,max_height_ft,or/multnomah/fairview/19.135.txt,80,19.135.030,1,"f. Buildings in the “four corners area” of the VMU zone (delineated in Figure V-1, following Chapter 19.155 FMC) shall have a minimum front facade height of 18 feet as measured from the finished stree"
or,unread,max_units,or/multnomah/fairview/19.135.txt,82,19.135.030,1,B. Density. Residential density shall not exceed 45 units per acre.
or,unread,max_coverage_pct,or/multnomah/fairview/19.135.txt,84,19.135.030,1,C. Maximum Lot Coverage. Buildings shall cover no more than 75 percent of each lot in the zone.
or,unread,max_height_ft,or/multnomah/fairview/19.135.txt,86,19.135.030,1,D. Height Restrictions. Buildings within the Village commercial or Village mixed use zone shall not exceed 45 feet in height except that tower elements may be 60 feet in height with a footprint of no 
or,unread,max_height_ft,or/multnomah/fairview/19.135.txt,88,19.135.030,1,"Building front facade height, as measured from the street grade, shall be no less than 18 feet."
or,unread,max_height_ft,or/multnomah/fairview/19.140.txt,57,19.140.020,1,C. Pedestrian ways shall be illuminated throughout the length with pedestrian scale lighting not to exceed 20 feet in height having a minimum of 0.5 foot-candle power average illumination and oriented
or,unread,max_height_ft,or/multnomah/fairview/19.140.txt,87,19.140.030,1,2. Location of Vision Clearance Areas. Vision clearance areas are triangular-shaped areas located at the intersection of any combination of streets and/or alleys. The sides of the triangle extend 15 f
or,unread,max_height_ft,or/multnomah/fairview/19.140.txt,107,19.140.070,1,"A. Trees may be deciduous or evergreen. Deciduous trees at the time of planting must be fully branched, have a minimum diameter of two inches, measured five feet above the ground, and have a minimum h"
or,unread,parking_min_per_unit,or/multnomah/fairview/19.140.txt,145,19.140.090,1,"D. When more than seven bicycle parking spaces are required, 50 percent of the spaces shall be covered."
or,unread,parking_min_per_unit,or/multnomah/fairview/19.140.txt,147,19.140.090,1,"E. When more than 15 covered bicycle parking spaces are required, 50 percent of the covered spaces shall be enclosed and offer a high level of security (i.e., bicycle lockers or a locked cage or room "
or,unread,open_space_min_pct,or/multnomah/fairview/19.140.txt,151,19.140.100,1,Windows must occupy at least 50 percent of the length and 25 percent of the ground level wall area. Ground level wall areas include all exterior wall areas up to nine feet above the finished grade. Th
or,unread,setback_front_ft,or/multnomah/fairview/19.30.txt,475,19.30.030,1,"1. When an existing single-unit dwelling on the same street is located within 30 feet of the subject site, a front yard setback similar to that of the nearest single-unit dwelling shall be used. “Simi"
or,unread,setback_front_ft,or/multnomah/fairview/19.30.txt,477,19.30.030,1,2. In no case shall a front yard setback be less than 10 feet.
or,unread,max_height_ft,or/multnomah/fairview/19.30.txt,483,19.30.030,1,"1. This standard applies to new and vertically expanded buildings within 20 feet (as measured horizontally) of an existing single-story building with a height of 20 feet or less, as shown in Figure 19"
or,unread,max_units,or/multnomah/fairview/19.30.txt,503,19.30.030,1,"b. All buildings shall have their primary entrance(s) oriented to the street. Multi-unit housing and neighborhood commercial building entrances may include entrances to individual units, lobby entranc"
or,unread,min_frontage_ft,or/multnomah/fairview/19.30.txt,571,19.30.040,1,2. Garages do not exceed a total of 50 percent of the front facade of the building and the total garage and outdoor on-site parking and maneuvering areas do not exceed 50 percent of the property stree
or,unread,min_frontage_ft,or/multnomah/fairview/19.30.txt,659,19.30.050,1,a. Each townhouse lot has a street frontage of at least 15 feet on a local street.
or,unread,setback_garage_entrance_ft,or/multnomah/fairview/19.30.txt,665,19.30.050,1,"d. The garage width does not exceed 12 feet, as measured from the inside of the garage door frame."
or,unread,parking_min_per_unit,or/multnomah/fairview/19.30.txt,773,19.30.060,1,"b. Off-street parking spaces shall not be located within 10 feet of any other property line, except alley property lines. Driveways and drive aisles are permitted within 10 feet of other property line"
or,unread,setback_garage_entrance_ft,or/multnomah/fairview/19.30.txt,785,19.30.060,1,d. Garage doors for attached and detached individual garages must not exceed 20 feet in width.
or,unread,max_height_ft,or/multnomah/fairview/19.30.txt,829,19.30.080,1,"3. Building Height. The building height of detached accessory dwellings (i.e., separate cottages) shall not exceed 20 feet, as measured in accordance with FMC 19.13.020, except ADUs located above a de"
or,unread,setback_rear_ft,or/multnomah/fairview/19.30.txt,869,19.30.080,1,"b. Accessory structures 200 square feet or smaller must be located behind the front facade of the main building, but may be placed on the site with zero side and/or rear setbacks if in compliance with"
or,unread,max_units,or/multnomah/fairview/19.30.txt,879,19.30.080,1,"iv. The maximum size of an accessory structure on a lot up to one acre in size is 1,000 square feet. Lots larger than one acre shall have no accessory building size limit except as provided elsewhere "
or,unread,setback_side_ft,or/multnomah/fairview/19.30.txt,885,19.30.080,1,"vii. Accessory structures situated on a corner lot and detached from the main building shall have a minimum side yard setback of 10 feet, except for accessory structures where private vehicles are sto"
or,unread,max_height_ft,or/multnomah/fairview/19.30.txt,891,19.30.080,1,i. If located within five feet of the property line accessory structures shall be no more than 10 feet in height.
or,unread,max_height_ft,or/multnomah/fairview/19.30.txt,893,19.30.080,1,"ii. If located at five feet or more, but less than the setback required for the principal structure, the building may be as tall as the main building or 20 feet in height, whichever is less."
or,unread,open_space_min_pct,or/multnomah/fairview/19.30.txt,925,19.30.090,1,"1. Common Open Space. Inclusive of required yard setbacks, a minimum of 10 percent of the site area shall be designated and permanently reserved as usable common open space in all multiple-unit develo"
or,unread,max_units,or/multnomah/fairview/19.30.txt,929,19.30.090,1,a. Ground-floor housing units shall have front or rear patios or decks measuring at least 48 square feet. “Ground-floor housing” means the housing unit entrance (front or rear) is within five feet of 
or,unread,max_units,or/multnomah/fairview/19.30.txt,931,19.30.090,1,b. A minimum of 50 percent of all upper-floor housing units shall have balconies or porches measuring at least 48 square feet. “Upper-floor housing” means housing units which are more than five feet a
or,unread,max_units,or/multnomah/fairview/19.30.txt,1021,19.30.100,1,"2. Space. The minimum size pad or space for each home is 2,500 square feet; provided, that the overall density of the park does not exceed 14 units per acre. Each space shall be at least 30 feet wide "
or,unread,max_units,or/multnomah/fairview/19.30.txt,1023,19.30.100,1,3. Setbacks and Building Separation. The minimum setback between park structures and abutting properties is five feet. The minimum setback between park structures and public street rights-of-way is 15
or,unread,max_height_ft,or/multnomah/fairview/19.30.txt,1029,19.30.100,1,a. The manufactured home shall have a pitched roof with a slope not less than three feet in height for each 12 feet in width (14 degrees).
or,unread,parking_min_per_unit,or/multnomah/fairview/19.65.txt,173,19.65.040,1,"ii. If the number of vehicle parking spaces on the site exceeds the maximum number of spaces allowed in transit/pedestrian areas as provided in FMC 19.164.030(D), then expansions or additions to exist"
or,unread,min_frontage_ft,or/multnomah/fairview/19.65.txt,183,19.65.040,1,iii. Location of Parking Areas. Parking and vehicle circulation areas are prohibited in the setback area between the building and the street lot line. Parking and vehicle circulation areas must not be
or,unread,setback_rear_ft,or/multnomah/fairview/19.65.txt,203,19.65.040,1,"1. Minimum Setback. The minimum rear setback for all structures shall be zero feet, except for doorways which will be recessed to assure safe exiting, for street-access lots, and eight feet for alley-"
or,unread,setback_side_ft,or/multnomah/fairview/19.65.txt,207,19.65.040,1,"C. Side Setbacks. There is no minimum side setback required, except that buildings shall conform to the vision clearance standards in FMC 19.162.020 and the applicable fire and building codes for atta"
or,unread,min_frontage_ft,or/multnomah/fairview/19.65.txt,235,19.65.050,1,"3. Exceptions to the alley or interior parking court standard may be approved, and longer block lengths or depths allowed, when the proposed development provides a mid-block pedestrian pathway. The mi"
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,245,19.65.060,1,A. Base Maximum Height. The base maximum building height in the town center commercial district is 45 feet. The base height limits can be increased through options described in FMC 19.65.070. A height
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,249,19.65.060,1,1. Adjacent to Residential Zone. The following step-down height limits apply within 25 feet of sites zoned residential. Sites with property lines that abut residential zones for less than a five-foot 
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,251,19.65.060,1,"a. On the portion of the site within 25 feet of a site zoned R, R-7.5, R-10, or VSF, the step-down height limit is 35 feet. See Figure 19.65.060(B)."
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,253,19.65.060,1,"b. On the portion of the site within 25 feet of a site zoned R/MF, VA, VTH, VO, VC, VMU, the step-down height limit is 45 feet. See Figure 19.65.060(B)."
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,255,19.65.060,1,"2. Across a Local Street or Alley from a Residential Zone. On the portion of the site within 15 feet of a lot line that is across a local street or alley, as identified in the Fairview Transportation "
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,259,19.65.060,1,"a. For sites eligible for a height bonus of 10 feet, allowing an overall height of 55 feet, the step-down height limit is 45 feet on the portion of the site within five feet of any street lot line. Se"
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,261,19.65.060,1,"b. For sites eligible for a height bonus of 20 feet, allowing an overall height of 65 feet, the step-down height limit is 45 feet on the portion of the site within 15 feet of any street lot line. Addi"
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,273,19.65.070,1,C. Height Bonus Options. A height bonus of 10 feet in addition to the base height identified in FMC 19.65.060 is allowed as identified in Table 19.65.070. A maximum of two height bonus options may be 
or,unread,parking_min_per_unit,or/multnomah/fairview/19.65.txt,275,19.65.070,1,"D. Parking Credit Options. A percentage reduction in off-street parking requirements is allowed as identified in Table 19.65.070. More than one credit may be used; however, in no case shall the credit"
or,unread,max_units,or/multnomah/fairview/19.65.txt,289,19.65.070,1,Street Level Commercial Space. A vertical mixed use development that provides housing units above a ground floor commercial space. The ground floor commercial space must occupy a minimum of 50 percent
or,unread,max_units,or/multnomah/fairview/19.65.txt,294,19.65.070,1,Small-Scale Commercial Spaces. A vertical mixed use development that provides housing units above a ground floor commercial space. The ground floor commercial space must include a minimum of three ten
or,unread,max_units,or/multnomah/fairview/19.65.txt,304,19.65.070,1,a. Ten percent of the total number of dwelling units must be affordable to those earning no more than 60 percent of the area median family income; or
or,unread,max_units,or/multnomah/fairview/19.65.txt,309,19.65.070,1,b. Twenty percent of the total number of dwelling units in the new building or the alteration must be affordable to those earning no more than 80 percent of the area median family income; and
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,408,19.65.090,2,"Ground Floor Height. For ground floor commercial space in new buildings, the distance from the finished floor to the bottom of the ceiling structure above must be at least 12 feet. For ground floor ar"
or,unread,max_units,or/multnomah/fairview/19.65.txt,413,19.65.090,2,Ground Floor Windows – Nonresidential Uses. The following standards apply to the portions of a ground floor wall of a street-facing facade that are 20 feet or closer to a street lot line or a publicly
or,unread,max_units,or/multnomah/fairview/19.65.txt,443,19.65.090,2,Ground Floor Windows – Dwelling Units. The ground floor wall area of street-facing facades of dwelling units that are 20 feet or closer to a street lot line must meet at least one of the following sta
or,unread,max_units,or/multnomah/fairview/19.65.txt,460,19.65.090,1,ii. Windows must cover at least 25 percent of the ground level wall area of the portion of the building with residential dwelling units on the ground floor.
or,unread,max_units,or/multnomah/fairview/19.65.txt,467,19.65.090,1,ii. Window must cover at least 25 percent of the ground level wall area of the portion of the building with residential dwelling units on the ground floor.
or,unread,max_units,or/multnomah/fairview/19.65.txt,469,19.65.090,2,Ground Floor Residential Entrances. At least 50 percent of the dwelling units on the street-facing ground floor of a building must provide a pedestrian access between the main entrance of the dwelling
or,unread,open_space_min_pct,or/multnomah/fairview/19.65.txt,484,19.65.090,2,"c. Private open space of at least 48 square feet and a minimum length or depth of six feet, where the floor of the open space is 18 to 36 inches above the grade of the right-of-way; or"
or,unread,open_space_min_pct,or/multnomah/fairview/19.65.txt,608,19.65.090,1,Outdoor Recreation Area. Provide at least 800 square feet of outdoor common area with a minimum dimension of 20 feet by 20 feet. The outdoor area must meet one of the following:
or,unread,open_space_min_pct,or/multnomah/fairview/19.65.txt,611,19.65.090,1,a. The entire outdoor area is a community garden with the area divided into individual raised garden beds. The beds are raised at least 12 inches above grade and can each be between 12 and 50 square f
or,unread,open_space_min_pct,or/multnomah/fairview/19.65.txt,614,19.65.090,1,b. The entire outdoor area is a children’s play area that includes a play structure at least 100 square feet in area and manufactured to the American Society for Testing and Materials (ASTM) standards
or,unread,open_space_min_pct,or/multnomah/fairview/19.65.txt,617,19.65.090,1,Up to 20 percent of the outdoor area may be landscaped to the standards of FMC 19.163.030(E)(1).
or,unread,max_height_ft,or/multnomah/fairview/19.65.txt,620,19.65.090,1,"Additional Ground Floor Height. For ground floor commercial space in new buildings, the distance from the finished floor to the bottom of the ceiling structure above must be at least 15 feet. For grou"
or,unread,setback_rear_ft,or/multnomah/fairview/19.70.txt,86,19.70.030,1,"a. Minimum Setback. The minimum rear setback for all structures shall be zero feet for street-access lots, and eight feet for alley-access lots (distance from building to rear property line or alley e"
or,unread,max_coverage_pct,or/multnomah/fairview/19.70.txt,98,19.70.040,1,"There are no maximum lot coverage or floor area ratio requirements, except that compliance with other sections of this code may preclude full (100 percent) lot coverage for some land uses. (Ord. 9-201"
or,unread,parking_min_per_unit,or/multnomah/fairview/19.70.txt,108,19.70.050,1,1. From adjoining street right-of-way to building entrances and off-street parking these pathways shall be provided with an average maximum interval of 100 feet along the street right-of-way.
or,unread,max_units,or/multnomah/fairview/19.70.txt,116,19.70.050,1,1. Buildings shall have their primary entrance(s) oriented to (facing) the street with a direct pedestrian walkway connecting with the adjoining street right-of-way. Building entrances may include ent
or,unread,max_height_ft,or/multnomah/fairview/19.70.txt,124,19.70.060,1,A. Maximum Height. Buildings shall be no more than 45 feet in height.
or,unread,max_height_ft,or/multnomah/fairview/19.70.txt,128,19.70.060,1,"C. Performance Option. The allowable building height may be increased to 55 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or,unread,setback_rear_ft,or/multnomah/fairview/19.80.txt,88,19.80.030,1,"B. Rear Setbacks. There is no required rear setback, except that buildings shall be setback from the residential district by a minimum of 20 feet."
or,unread,setback_side_ft,or/multnomah/fairview/19.80.txt,90,19.80.030,1,"C. Side Setbacks. There are no required side setbacks, except that buildings shall be set back from the residential district by a minimum of 20 feet."
or,unread,max_coverage_pct,or/multnomah/fairview/19.80.txt,102,19.80.040,1,The maximum allowable lot coverage in the light industrial district is 85 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings and impervious (pav
or,unread,max_height_ft,or/multnomah/fairview/19.80.txt,108,19.80.050,1,"A. Base Requirement. Buildings shall be no more than three stories or 45 feet in height, whichever is greater."
or,unread,max_height_ft,or/multnomah/fairview/19.80.txt,110,19.80.050,1,"B. Performance Option. The allowable building height may be increased to 55 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or,unread,max_coverage_pct,or/multnomah/fairview/19.85.txt,137,19.85.040,1,The maximum allowable lot coverage in the general industrial district is 85 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings and impervious (p
or,unread,max_height_ft,or/multnomah/fairview/19.85.txt,155,19.85.060,1,"A. Base Requirement. Buildings shall be no more than three stories or 45 feet in height, whichever is greater, and shall comply with the building setback standards in FMC 19.85.030."
or,unread,max_height_ft,or/multnomah/fairview/19.85.txt,157,19.85.060,1,"B. Performance Option. The allowable building height may be increased to 55 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or,unread,max_coverage_pct,or/multnomah/fairview/19.85.txt,187,19.85.070,1,1. Lot Coverage. The maximum allowable lot coverage in the general industrial district is 90 percent. The maximum allowable lot coverage is computed by calculating the total area covered by buildings 
or,unread,max_height_ft,or/multnomah/fairview/19.85.txt,191,19.85.070,1,"a. Base Requirement. Buildings shall be no more than 60 feet in height, and shall comply with the building setback/height standards in FMC 19.85.030, unless subject to additional standards in the airp"
or,unread,max_height_ft,or/multnomah/fairview/19.85.txt,193,19.85.070,1,"b. Performance Option. The allowable building height may be increased to 70 feet, when approved as part of a conditional use permit. The development approval may require additional setbacks, stepping-"
or,unread,max_units,or/multnomah/gresham/3.0100.definitions.txt,567,3.0103,1,2. At least 50 percent of the multi-family units being affordable to households with incomes at or below 60
or,unread,max_units,or/multnomah/gresham/3.0100.definitions.txt,915,3.0120,1,• Cottage. A detached dwelling unit with a footprint of less than 900 square feet that is part of a cottage
or,unread,max_height_ft,or/multnomah/gresham/3.0100.definitions.txt,1109,3,1,• Portions of attics where the finished ceiling height is less than 6 feet 8 inches;
or,unread,max_far,or/multnomah/gresham/3.0100.definitions.txt,1114,3,1,"expressed in square feet. For example, a floor area ratio of 0.7 to 1 means 0.7 square feet of floor area for"
or,unread,min_lot_sqft,or/multnomah/gresham/3.0100.definitions.txt,2500,3.0150,1,"Clear Cutting. Any tree removal which leaves fewer than an average of 1 tree per 1,000 square feet of lot area,"
or,unread,min_lot_sqft,or/multnomah/gresham/3.0100.definitions.txt,2502,3.0150,1,"an average of 1 tree per 1,000 square feet of lot area at the time development is proposed, except for sites"
or,unread,max_height_ft,or/multnomah/gresham/3.0100.definitions.txt,2510,3.0150,1,Diameter Breast Height (DBH). The diameter measurement of the trunk or stem of a tree at a height 4.5 feet
or,unread,max_height_ft,or/multnomah/gresham/3.0100.definitions.txt,2541,3.0150,1,dominant or most ascending stem to a diameter exceeding 15 percent of the tree’s diameter at breast height
or,unread,max_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,57,4.0110,1,maximum net density for single detached units of 8.71 units per acre and for townhouses of 25 units per acre.
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,59,4.0110,1,density of 6.22 units per acre is required.
or,unread,max_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,65,4.0111,1,maximum net density for single detached units of 6.22 units per acre and for townhouses of 25 units per acre.
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,67,4.0111,1,density of 4.35 units per acre is required.
or,unread,max_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,74,4.0112,1,and cottage clusters at a maximum net density for single detached units of 20 units per acre and for
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,75,4.0112,1,"townhouses of 25 units per acre. For all subdivisions, and for those partitions of parent parcels greater than"
or,unread,min_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,76,4.0112,1,"13,000 square feet, a minimum net density of 10 units per acre is required. This district is intended to continue"
or,unread,max_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,78,4.0112,1,maximum net density of 14 units per acre and a minimum net density of 7 units per acre.
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,89,4.0113,1,"net density for single detached units is 6.22 to 14.52 or 18.15 units per acre, depending on site size, and 25"
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,95,4.0114,1,"single detached dwellings of 12.1 units per acre, manufactured dwelling parks at a maximum net density of"
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,96,4.0114,1,"8.71 units per acre, and townhouses at a maximum net density of 25 units per acre . Manufactured dwelling"
or,unread,max_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,105,4.0115,1,at a maximum net density of 24.2 units per acre and a minimum net density of 12.1 units per acre. Some non-
or,unread,min_density_du_per_acre,or/multnomah/gresham/4.0100.residential.txt,111,4.0116,1,and multi-family housing at a minimum net density of 8.71 units per acre and a maximum net density of 12.1
or,unread,max_units,or/multnomah/gresham/4.0100.residential.txt,248,4.0130,1,Manufactured NA NA NA 7 units per acre 3.78 units per 12.1 units per NA
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,461,4.0133,1,height can be increased to 45 feet.
or,unread,min_lot_sqft,or/multnomah/gresham/4.0100.residential.txt,593,4.0137,1,"2. The minimum lot size in a large lot subdivision shall be 8,000 square feet."
or,unread,min_lot_width_ft,or/multnomah/gresham/4.0100.residential.txt,597,4,1,Lot width at building line (interior and corner lots): 50 feet
or,unread,max_height_ft,or/multnomah/gresham/4.0100.residential.txt,631,4.0140,1,b. Ground-mounted. Systems shall not exceed 6 feet in height.
